Geneid gene_name AS-520695-LR-53526Aligned.sortedByCoord.out.bam AS-520698-LR-53526Aligned.sortedByCoord.out.bam AS-520694-LR-53526Aligned.sortedByCoord.out.bam AS-520699-LR-53526Aligned.sortedByCoord.out.bam AS-520697-LR-53526Aligned.sortedByCoord.out.bam AS-520696-LR-53526Aligned.sortedByCoord.out.bam
ENSMUSG00000081807 Gm14849 0 0 0 0 0 0
ENSMUSG00000082354 Gm378 0 0 0 0 0 0
ENSMUSG00000081560 Gm9218 0 0 0 0 0 0
ENSMUSG00000093916 Gm379 16 9 19 7 20 49
ENSMUSG00000063663 Brwd3 1265 1011 1331 1636 1249 1681
ENSMUSG00000086629 2810403D21Rik 83 87 103 97 65 51
ENSMUSG00000081748 Gm14870 0 10 13 1 1 8
ENSMUSG00000081793 5730416F02Rik 0 0 0 0 0 0
ENSMUSG00000031245 Hmgn5 3485 2929 3626 4461 3789 4901
ENSMUSG00000077652 Gm23322 2 0 2 0 0 1
ENSMUSG00000064574 Gm25797 0 0 0 0 0 0
ENSMUSG00000031246 Sh3bgrl 2705 2783 3115 3251 2657 3040
ENSMUSG00000088298 Gm26415 0 0 0 0 0 0
ENSMUSG00000083210 Gm14869 1 0 0 0 0 0
ENSMUSG00000048621 Gm6377 2 4 5 3 1 2
ENSMUSG00000081681 Gm14868 0 0 0 0 0 0
ENSMUSG00000082189 Gm4784 7 1 5 5 1 1
ENSMUSG00000083928 Gm4991 0 0 0 0 0 0
ENSMUSG00000082853 Gm7134 0 0 0 0 0 0
ENSMUSG00000083641 Gm9225 0 0 0 1 1 1
ENSMUSG00000081211 Gm14886 0 0 0 0 0 0
ENSMUSG00000065907 Gm26108 0 0 0 0 0 0
ENSMUSG00000056854 Pou3f4 0 0 0 0 0 3
ENSMUSG00000073001 Cylc1 0 0 0 0 0 0
ENSMUSG00000062226 Gm10112 0 0 0 0 0 0
ENSMUSG00000025665 Rps6ka6 332 356 377 523 406 545
ENSMUSG00000034551 Hdx 0 0 0 0 0 0
ENSMUSG00000083898 Gm7340 0 0 0 0 0 0
ENSMUSG00000082546 Gm14898 0 0 0 0 0 0
ENSMUSG00000082752 Gm14899 0 0 0 0 0 0
ENSMUSG00000034555 Tex16 0 0 0 0 0 0
ENSMUSG00000083037 Gm14900 0 0 0 0 0 0
ENSMUSG00000083392 Gm6335 1 1 5 3 2 9
ENSMUSG00000079460 4933403O08Rik 0 0 0 0 0 0
ENSMUSG00000082669 Gm5393 0 0 0 0 0 0
ENSMUSG00000025525 Apool 1421 1617 1676 2044 1296 1849
ENSMUSG00000025527 Satl1 0 0 0 0 0 0
ENSMUSG00000083520 Gm6418 0 0 0 0 0 0
ENSMUSG00000083818 Gm14908 0 0 0 0 0 0
ENSMUSG00000025528 2010106E10Rik 792 785 1124 1124 548 1058
ENSMUSG00000025529 Zfp711 119 90 122 152 105 178
ENSMUSG00000034607 Pof1b 955 1000 1166 1334 890 1077
ENSMUSG00000081399 Gm14921 12 7 14 15 20 26
ENSMUSG00000084097 Gm14922 0 0 0 0 0 0
ENSMUSG00000082636 Gm14923 0 0 0 0 1 0
ENSMUSG00000081555 Gm6427 0 0 0 0 0 0
ENSMUSG00000083103 Gm6429 0 0 0 0 0 1
ENSMUSG00000081082 Gm14937 0 0 0 0 0 0
ENSMUSG00000082392 Gm14938 0 0 0 0 0 0
ENSMUSG00000084963 Gm14936 0 0 0 0 0 0
ENSMUSG00000083560 Gm14939 0 0 0 0 0 0
ENSMUSG00000025531 Chm 625 610 664 820 613 706
ENSMUSG00000065510 Mir361 0 0 0 0 0 0
ENSMUSG00000081831 Gm7405 0 0 0 0 0 0
ENSMUSG00000025592 Dach2 43 62 67 50 37 63
ENSMUSG00000080428 Gm24831 0 0 0 0 0 0
ENSMUSG00000087765 Gm23985 0 0 0 0 0 0
ENSMUSG00000082511 Gm4915 0 0 0 0 0 0
ENSMUSG00000082567 Gm14896 1 1 0 0 0 0
ENSMUSG00000084031 Gm7416 0 0 0 0 0 0
ENSMUSG00000079963 Gm7146 0 0 0 0 0 0
ENSMUSG00000025597 Klhl4 0 0 0 0 0 0
ENSMUSG00000081978 Gm14895 0 0 0 0 0 0
ENSMUSG00000082070 Gm1866 0 0 1 1 0 0
ENSMUSG00000081354 Gm14894 0 0 0 0 0 0
ENSMUSG00000083561 Gm5942 0 0 0 0 0 0
ENSMUSG00000081160 Gm14897 0 0 0 0 0 0
ENSMUSG00000050435 Ube2dnl1 0 0 0 0 0 0
ENSMUSG00000047079 Ube2dnl2 0 0 0 0 0 0
ENSMUSG00000085619 4930555B12Rik 0 0 0 0 0 0
ENSMUSG00000082440 Gm4914 0 0 0 0 0 0
ENSMUSG00000082260 Gm7429 0 5 2 0 1 2
ENSMUSG00000083971 Gm5943 0 0 0 1 0 0
ENSMUSG00000083452 Gm14905 0 0 0 0 0 0
ENSMUSG00000089470 Gm25366 0 0 0 0 0 0
ENSMUSG00000098405 Gm27414 0 0 0 0 0 0
ENSMUSG00000080965 Gm6461 0 0 1 0 0 3
ENSMUSG00000081034 Gm5944 1 5 6 1 3 2
ENSMUSG00000083663 Gm14903 0 0 0 0 0 0
ENSMUSG00000081124 Gm14906 0 0 0 0 0 0
ENSMUSG00000083352 Gm14907 0 0 0 0 0 0
ENSMUSG00000078034 Gm24683 0 0 0 0 0 0
ENSMUSG00000084053 Gm14904 0 0 0 0 0 0
ENSMUSG00000064551 Gm24624 0 0 0 0 0 0
ENSMUSG00000072995 Cpxcr1 0 0 0 0 0 0
ENSMUSG00000082482 H2afb2 0 0 0 0 0 0
ENSMUSG00000088518 Gm24438 0 0 0 0 0 0
ENSMUSG00000043295 Gm16373 0 1 1 0 1 3
ENSMUSG00000080954 Gm14919 0 0 0 0 0 0
ENSMUSG00000067441 Gm14920 0 0 0 0 0 0
ENSMUSG00000080852 Gm14918 0 0 0 0 0 0
ENSMUSG00000081134 Gm14913 0 0 0 0 0 0
ENSMUSG00000083345 Gm6491 0 0 0 0 0 0
ENSMUSG00000100780 Gm28579 0 0 0 0 0 0
ENSMUSG00000083602 Gm14911 0 0 0 0 0 0
ENSMUSG00000084283 Gm14914 0 0 0 0 0 0
ENSMUSG00000081659 Gm14917 0 0 0 0 0 0
ENSMUSG00000084324 Gm6500 0 0 0 0 0 0
ENSMUSG00000082403 Gm14916 0 0 0 0 0 0
ENSMUSG00000081466 Gm14912 0 0 0 0 0 0
ENSMUSG00000084138 Gm14915 0 0 0 0 0 0
ENSMUSG00000081268 Gm14909 0 0 0 0 0 0
ENSMUSG00000083031 Gm14910 0 0 0 0 0 0
ENSMUSG00000100194 Tgif2lx2 0 0 0 0 0 0
ENSMUSG00000100133 Tgif2lx1 0 0 0 0 0 0
ENSMUSG00000081171 Gm7485 0 0 0 0 0 0
ENSMUSG00000081587 Gm14926 0 0 0 0 0 0
ENSMUSG00000088313 Gm26182 0 0 0 0 0 0
ENSMUSG00000086431 Gm14929 0 0 0 0 0 0
ENSMUSG00000034732 Pabpc5 0 0 0 0 0 0
ENSMUSG00000083151 Gm4913 0 0 0 0 1 1
ENSMUSG00000084172 Gm16420 1 0 0 0 0 0
ENSMUSG00000082927 Gm5863 5 6 4 9 10 4
ENSMUSG00000082718 Gm14928 0 0 0 0 0 0
ENSMUSG00000034755 Pcdh11x 0 0 0 0 0 0
ENSMUSG00000083616 H2afb3 0 0 0 0 0 0
ENSMUSG00000083321 Gm14931 0 0 0 0 0 0
ENSMUSG00000081546 Gm14927 0 0 0 0 0 0
ENSMUSG00000081728 Gm14930 0 0 0 0 0 0
ENSMUSG00000083275 Gm4993 0 0 0 0 0 0
ENSMUSG00000077435 Gm22590 0 0 0 0 0 0
ENSMUSG00000080695 Gm5394 0 0 0 0 0 0
ENSMUSG00000087716 Gm25825 0 0 0 0 0 0
ENSMUSG00000083668 Gm5648 5 4 2 8 6 6
ENSMUSG00000083699 Gm14932 0 0 0 0 0 0
ENSMUSG00000088539 Gm23277 0 0 0 0 0 0
ENSMUSG00000082590 Gm14943 0 0 0 0 0 0
ENSMUSG00000084054 Gm14945 0 0 0 0 0 0
ENSMUSG00000084110 Gm4992 0 0 0 0 0 0
ENSMUSG00000088264 Gm24783 0 0 0 0 0 0
ENSMUSG00000082840 Gm16421 0 0 0 0 0 0
ENSMUSG00000081095 Gm14946 0 0 0 0 0 0
ENSMUSG00000083537 Gm14942 0 0 0 1 0 0
ENSMUSG00000055733 Nap1l3 23 35 23 21 20 33
ENSMUSG00000086452 Gm14947 0 0 0 0 0 0
ENSMUSG00000083490 Gm14940 0 0 0 0 0 0
ENSMUSG00000094864 Gm17521 0 0 0 0 0 0
ENSMUSG00000079450 Cldn34c1 0 3 0 1 0 0
ENSMUSG00000095005 Astx6 0 0 0 0 0 0
ENSMUSG00000091821 Srsx 0 0 0 0 0 0
ENSMUSG00000095034 Gm17577 0 0 0 0 0 0
ENSMUSG00000084776 Gm14951 0 0 0 0 0 0
ENSMUSG00000096362 Rps12-ps21 0 0 0 0 0 0
ENSMUSG00000094288 Astx2 0 0 0 0 0 0
ENSMUSG00000094999 Gm17412 0 0 0 0 0 0
ENSMUSG00000095277 Rps12-ps22 0 0 2 0 0 0
ENSMUSG00000095474 Cldn34c2 0 0 0 0 0 0
ENSMUSG00000085536 Gm14950 0 0 0 0 0 0
ENSMUSG00000095108 Gm17467 0 0 0 0 0 0
ENSMUSG00000093796 Rps12-ps23 0 0 0 0 0 0
ENSMUSG00000094620 Cldn34c3 0 0 0 0 0 0
ENSMUSG00000095521 Astx5 0 0 0 0 0 0
ENSMUSG00000094015 Rps12-ps20 0 0 0 0 0 0
ENSMUSG00000072049 Vmn2r121 0 0 0 0 0 0
ENSMUSG00000096831 Rps12-ps6 0 0 0 0 0 0
ENSMUSG00000095420 Astx1a 0 0 0 0 0 0
ENSMUSG00000094238 Rps12-ps11 0 0 0 0 0 0
ENSMUSG00000094044 Gm17584 0 0 0 0 0 0
ENSMUSG00000096318 Astx4a 0 0 0 0 0 0
ENSMUSG00000093990 Rps12-ps12 0 0 0 0 0 0
ENSMUSG00000094252 Gm17469 0 0 0 0 0 0
ENSMUSG00000094675 Astx4b 0 0 0 0 0 0
ENSMUSG00000096135 Rps12-ps18 0 0 0 0 0 0
ENSMUSG00000095283 Astx1b 0 0 0 0 0 0
ENSMUSG00000095017 Rps12-ps15 0 0 0 0 0 0
ENSMUSG00000095850 Gm17361 0 0 0 0 0 0
ENSMUSG00000094147 Gm21616 0 0 0 0 0 0
ENSMUSG00000095137 Rps12-ps17 0 0 0 0 0 0
ENSMUSG00000094540 Astx4c 0 0 0 0 0 0
ENSMUSG00000096763 Rps12-ps13 0 0 0 0 0 0
ENSMUSG00000095965 Gm17693 0 0 0 0 0 0
ENSMUSG00000095008 Astx1c 0 0 0 0 0 0
ENSMUSG00000095499 Rps12-ps14 0 0 0 0 0 0
ENSMUSG00000094342 Gm17522 0 0 0 0 0 0
ENSMUSG00000096897 Astx4d 0 0 0 0 0 0
ENSMUSG00000096437 Rps12-ps16 0 0 0 1 0 0
ENSMUSG00000094203 Gm17267 0 0 0 0 0 0
ENSMUSG00000095563 Astx3 0 0 0 0 0 0
ENSMUSG00000083294 Gm14957 0 0 0 0 0 0
ENSMUSG00000081736 Gm14971 0 0 0 0 0 0
ENSMUSG00000082611 Gm7746 0 0 0 0 2 0
ENSMUSG00000058670 4932411N23Rik 0 0 0 0 0 0
ENSMUSG00000088282 Gm23586 0 0 0 0 0 0
ENSMUSG00000082772 Gm381 0 0 0 0 0 0
ENSMUSG00000081639 Gm14973 0 0 0 0 0 0
ENSMUSG00000082690 Gm14972 0 0 0 0 0 0
ENSMUSG00000062791 Gm382 0 0 0 0 0 0
ENSMUSG00000089372 Gm22139 0 0 0 0 0 0
ENSMUSG00000049815 4921511C20Rik 0 0 0 0 0 0
ENSMUSG00000088767 Gm22636 0 0 0 0 0 0
ENSMUSG00000082382 Gm14970 0 0 0 0 2 0
ENSMUSG00000043569 Cldn34c4 0 0 0 0 0 0
ENSMUSG00000077857 Gm25061 0 0 0 0 0 0
ENSMUSG00000083250 Gm5403 1 0 0 1 0 0
ENSMUSG00000081739 Mdm4-ps 0 1 3 4 0 3
ENSMUSG00000082126 Gm14975 0 0 0 0 0 0
ENSMUSG00000085722 Gm4916 0 0 0 0 0 0
ENSMUSG00000103504 Gm38390 0 0 0 0 0 0
ENSMUSG00000080419 Gm26475 0 0 0 0 0 0
ENSMUSG00000065898 Gm24522 0 0 0 0 0 0
ENSMUSG00000086244 4930558G05Rik 0 0 0 0 0 0
ENSMUSG00000089284 Gm26029 0 0 0 0 0 0
ENSMUSG00000087983 Gm22225 0 0 0 0 0 0
ENSMUSG00000084337 Gm14986 0 0 0 0 0 0
ENSMUSG00000081900 Gm14985 0 0 0 0 0 0
ENSMUSG00000081874 Gm14983 0 0 0 0 0 0
ENSMUSG00000034480 Diap2 540 508 554 812 497 707
ENSMUSG00000084047 Gm14984 0 0 0 0 0 0
ENSMUSG00000083920 Gm14987 0 0 0 0 0 0
ENSMUSG00000081456 Gm7781 1 2 1 5 1 5
ENSMUSG00000083024 Gm14982 0 0 0 0 0 0
ENSMUSG00000077040 Gm26209 0 0 0 0 0 0
ENSMUSG00000077379 Gm25170 0 0 0 0 0 0
ENSMUSG00000084256 Gm14976 0 0 0 0 0 0
ENSMUSG00000083999 Gm7790 0 0 0 0 0 0
ENSMUSG00000081072 Gm14977 0 0 0 0 0 0
ENSMUSG00000082117 Gm4994 0 0 0 0 0 0
ENSMUSG00000082205 Gm7058 0 0 0 0 0 0
ENSMUSG00000082537 Gm14981 0 0 0 0 0 0
ENSMUSG00000089128 Gm26406 0 0 0 0 0 0
ENSMUSG00000077628 Gm23768 0 0 0 0 0 0
ENSMUSG00000088026 Gm22143 0 0 0 0 0 0
ENSMUSG00000083177 Gm7820 0 0 0 0 0 0
ENSMUSG00000083205 Gm7821 0 0 0 1 0 0
ENSMUSG00000082905 Gm7823 0 1 2 2 0 0
ENSMUSG00000083858 Gm14979 0 0 0 0 0 0
ENSMUSG00000088421 Gm22552 0 0 0 0 0 0
ENSMUSG00000083062 Gm14980 0 0 0 0 0 0
ENSMUSG00000051323 Pcdh19 266 103 191 311 216 219
ENSMUSG00000096978 Gm26851 4 1 3 0 0 1
ENSMUSG00000031250 Tnmd 2 0 1 4 3 0
ENSMUSG00000067377 Tspan6 54 132 109 103 70 123
ENSMUSG00000084875 4930570D08Rik 0 0 0 1 0 0
ENSMUSG00000031253 Srpx2 0 0 1 5 0 4
ENSMUSG00000031255 Sytl4 471 528 457 560 466 644
ENSMUSG00000080788 Gm7841 0 0 1 0 0 1
ENSMUSG00000031256 Cstf2 3954 3601 4029 5244 4226 5282
ENSMUSG00000093172 Mir3112 0 0 0 0 0 0
ENSMUSG00000031257 Nox1 1531 1129 1542 1073 1472 784
ENSMUSG00000031258 Xkrx 7 8 10 9 3 10
ENSMUSG00000052549 Arl13a 0 2 1 0 0 0
ENSMUSG00000067369 Trmt2b 2171 2298 2547 3108 2253 2849
ENSMUSG00000033578 Tmem35 12 54 52 42 23 93
ENSMUSG00000031262 Cenpi 732 619 686 904 811 1029
ENSMUSG00000000223 Drp2 29 13 16 18 10 14
ENSMUSG00000009596 Taf7l 0 0 0 0 0 0
ENSMUSG00000070641 Gm16410 0 0 0 0 0 0
ENSMUSG00000088275 Gm23124 0 0 0 0 0 0
ENSMUSG00000048007 Timm8a1 139 133 147 193 134 172
ENSMUSG00000031264 Btk 61 71 71 76 55 75
ENSMUSG00000083687 Gm15154 0 0 1 0 2 0
ENSMUSG00000079435 Rpl36a 220 174 180 240 217 301
ENSMUSG00000031266 Gla 1463 967 1123 1444 1365 1721
ENSMUSG00000045427 Hnrnph2 1897 1548 1727 2241 1919 2549
ENSMUSG00000085226 Gm7855 0 0 0 0 0 0
ENSMUSG00000082655 Gm7857 2 0 0 0 2 0
ENSMUSG00000087024 B230119M05Rik 0 0 0 0 0 0
ENSMUSG00000049804 Armcx4 9 11 8 11 9 24
ENSMUSG00000033460 Armcx1 140 176 171 203 125 186
ENSMUSG00000081972 Gm16397 0 0 1 0 0 0
ENSMUSG00000102207 Gm10344 0 0 0 0 0 0
ENSMUSG00000050394 Armcx6 0 4 6 2 0 11
ENSMUSG00000049047 Armcx3 11 26 21 13 7 40
ENSMUSG00000099272 Mir7093 0 0 0 0 0 0
ENSMUSG00000033436 Armcx2 0 2 5 0 0 5
ENSMUSG00000083236 Gm7222 3 6 5 6 2 2
ENSMUSG00000081292 Gm15018 0 0 0 0 0 0
ENSMUSG00000009941 Nxf2 0 0 0 1 0 0
ENSMUSG00000052676 Zmat1 21 30 43 41 32 39
ENSMUSG00000089759 3632454L22Rik 0 0 0 1 1 0
ENSMUSG00000081146 Gm6207 0 0 0 0 0 0
ENSMUSG00000085556 Gm15020 0 0 0 0 0 0
ENSMUSG00000088878 Gm25868 0 0 0 0 0 0
ENSMUSG00000079432 Gm15023 0 0 0 0 0 0
ENSMUSG00000031409 Tceal6 0 0 0 0 0 0
ENSMUSG00000081709 Gm15022 0 0 0 0 0 0
ENSMUSG00000082071 Pramel 0 0 0 0 0 0
ENSMUSG00000067360 Pramel3 0 0 0 0 0 0
ENSMUSG00000094470 Gm25936 0 0 0 0 0 0
ENSMUSG00000087428 Gm15017 0 0 0 0 0 0
ENSMUSG00000095599 Gm6215 0 0 0 0 0 0
ENSMUSG00000094004 Gm5128 0 0 0 0 0 0
ENSMUSG00000094670 Gm22006 0 0 0 0 0 0
ENSMUSG00000095964 Gm6221 0 0 0 0 0 0
ENSMUSG00000096508 Gm7903 0 0 0 0 0 0
ENSMUSG00000095424 Gm24416 0 0 0 0 0 0
ENSMUSG00000094371 Gm7905 0 0 0 0 0 0
ENSMUSG00000054994 AV320801 0 0 0 0 0 0
ENSMUSG00000095228 Gm22233 0 0 0 0 0 0
ENSMUSG00000086685 Gm15015 0 0 0 0 0 0
ENSMUSG00000096119 Gm6228 0 0 0 0 0 0
ENSMUSG00000031410 Nxf7 198 211 251 266 260 394
ENSMUSG00000031411 Prame 0 0 0 0 0 1
ENSMUSG00000082602 Gm15021 0 0 0 0 0 0
ENSMUSG00000058252 Tcp11x2 0 0 0 0 4 2
ENSMUSG00000060726 Tmsb15a 0 0 1 0 0 0
ENSMUSG00000084330 Gm15019 0 0 0 0 0 0
ENSMUSG00000043384 Gprasp1 768 566 642 815 639 1067
ENSMUSG00000072969 Armcx5 224 228 213 274 223 257
ENSMUSG00000106264 mmu-mir-7646 0 0 0 0 0 0
ENSMUSG00000088464 Mir1970 0 0 0 0 0 0
ENSMUSG00000072966 Gprasp2 1 1 3 2 1 7
ENSMUSG00000072964 Bhlhb9 61 173 172 127 56 117
ENSMUSG00000083223 Gm15016 0 0 0 0 0 1
ENSMUSG00000048040 Arxes2 0 4 2 1 1 6
ENSMUSG00000048355 Arxes1 0 0 0 0 0 0
ENSMUSG00000042750 Bex2 169 238 170 209 149 215
ENSMUSG00000057000 Nxf3 0 0 0 0 0 0
ENSMUSG00000087553 5730412P04Rik 0 0 0 0 0 0
ENSMUSG00000047844 Bex4 0 1 2 1 0 1
ENSMUSG00000051579 Tceal8 4 50 45 12 7 59
ENSMUSG00000098493 Mir6383 0 0 0 0 0 0
ENSMUSG00000054034 Tceal5 1 4 4 7 4 6
ENSMUSG00000050071 Bex1 6 29 27 26 20 32
ENSMUSG00000079428 Tceal7 0 0 0 0 0 0
ENSMUSG00000042712 Wbp5 1674 1972 1891 2150 1746 2221
ENSMUSG00000046432 Ngfrap1 1331 1266 1226 1627 1381 1667
ENSMUSG00000065719 n-R5s12 0 0 1 0 0 0
ENSMUSG00000083470 Nsa2-ps2 1 2 0 0 0 1
ENSMUSG00000083324 Gm14997 0 0 0 0 0 0
ENSMUSG00000083162 Gm4917 0 0 0 0 0 0
ENSMUSG00000084216 Gm7973 0 0 0 0 0 0
ENSMUSG00000084245 Gm14994 0 0 0 0 0 0
ENSMUSG00000082261 Gm14999 0 0 0 0 0 0
ENSMUSG00000083517 Gm14998 0 0 0 0 0 0
ENSMUSG00000081507 Gm14993 0 0 0 0 0 0
ENSMUSG00000096589 Gm14992 0 0 0 0 0 0
ENSMUSG00000095327 Gm14996 0 0 0 0 0 0
ENSMUSG00000082358 Gm14990 0 0 0 0 0 0
ENSMUSG00000081286 Gm14995 0 0 0 0 0 0
ENSMUSG00000057439 Kir3dl2 0 0 0 0 0 0
ENSMUSG00000082021 Gm14991 0 0 0 0 0 0
ENSMUSG00000031424 Kir3dl1 0 0 0 0 0 0
ENSMUSG00000083828 Gm15006 0 0 0 0 0 0
ENSMUSG00000082504 Gm15003 0 0 0 0 0 0
ENSMUSG00000095702 Gm15005 0 0 0 0 0 0
ENSMUSG00000082421 Gm15004 0 0 0 0 0 0
ENSMUSG00000044550 Tceal3 2 0 0 0 0 0
ENSMUSG00000080874 Gm15010 0 0 0 0 0 0
ENSMUSG00000088864 Gm23068 0 0 0 0 0 0
ENSMUSG00000049536 Tceal1 19 36 52 36 17 36
ENSMUSG00000031422 Morf4l2 4965 3583 3957 5141 5066 6703
ENSMUSG00000087368 BC065397 122 78 94 123 90 100
ENSMUSG00000018595 Glra4 0 0 0 0 0 0
ENSMUSG00000082214 Gm15009 0 0 0 0 0 0
ENSMUSG00000031425 Plp1 61 60 88 85 60 47
ENSMUSG00000043463 Rab9b 2 2 0 2 1 5
ENSMUSG00000082563 Gm15026 0 0 0 0 0 0
ENSMUSG00000080953 Gm15025 0 0 0 0 0 0
ENSMUSG00000048155 H2bfm 0 0 0 0 0 0
ENSMUSG00000081295 Gm6275 1 0 0 3 1 0
ENSMUSG00000072955 Tmsb15l 0 0 1 0 2 0
ENSMUSG00000089996 Tmsb15b2 0 0 0 0 0 0
ENSMUSG00000089768 Tmsb15b1 6 9 0 9 1 9
ENSMUSG00000044348 Slc25a53 105 135 119 125 80 93
ENSMUSG00000031428 Zcchc18 5 10 4 9 7 10
ENSMUSG00000083445 Gm15038 0 0 0 0 0 0
ENSMUSG00000042595 Fam199x 452 349 385 498 401 510
ENSMUSG00000089191 Gm25770 0 0 0 0 0 0
ENSMUSG00000080718 Gm8019 1 1 1 0 1 1
ENSMUSG00000084086 Gm5761 4 1 1 1 0 4
ENSMUSG00000081938 Gm15039 0 0 0 0 0 0
ENSMUSG00000095988 Gm15042 0 0 0 0 0 0
ENSMUSG00000095591 Gm15045 0 0 0 0 0 0
ENSMUSG00000082011 Gm15043 0 1 0 0 0 0
ENSMUSG00000083493 Gm15044 0 0 0 0 0 0
ENSMUSG00000023443 Esx1 1 0 0 1 1 0
ENSMUSG00000082696 Gm15040 0 0 0 0 0 0
ENSMUSG00000081349 Gm15041 0 2 0 0 0 0
ENSMUSG00000065095 Gm23679 0 0 0 0 0 0
ENSMUSG00000082955 Gm8036 0 2 3 4 1 1
ENSMUSG00000059203 Il1rapl2 0 0 0 0 0 0
ENSMUSG00000082135 Gm14988 0 0 0 0 0 0
ENSMUSG00000087961 Gm25393 0 0 0 0 0 0
ENSMUSG00000084118 Gm14989 1 0 0 0 0 1
ENSMUSG00000089382 Gm24675 0 0 0 0 0 0
ENSMUSG00000071686 Tex13a 0 0 0 0 0 0
ENSMUSG00000065321 Gm22057 0 0 0 0 0 0
ENSMUSG00000087832 Gm23958 0 0 0 0 0 0
ENSMUSG00000081017 Gm15000 0 0 0 0 0 0
ENSMUSG00000083053 Gm15001 0 0 0 0 0 0
ENSMUSG00000052854 Nrk 0 1 2 0 0 0
ENSMUSG00000031271 Serpina7 0 0 0 0 0 0
ENSMUSG00000031270 4930513O06Rik 0 0 0 0 0 0
ENSMUSG00000042525 4933428M09Rik 0 0 0 0 0 0
ENSMUSG00000083180 Gm15007 1 0 2 1 1 2
ENSMUSG00000042515 Mum1l1 26 31 30 35 22 52
ENSMUSG00000086807 Platr21 0 0 0 0 0 0
ENSMUSG00000081869 Gm15002 1 0 0 0 0 0
ENSMUSG00000051257 Trap1a 0 0 0 0 0 0
ENSMUSG00000084205 Gm8061 0 0 0 0 0 0
ENSMUSG00000042498 D330045A20Rik 14 15 16 17 19 20
ENSMUSG00000031438 Rnf128 6783 5971 6542 8139 6678 7233
ENSMUSG00000084645 Gm24380 0 0 0 0 0 0
ENSMUSG00000082018 Gm6322 13 13 17 16 20 11
ENSMUSG00000042473 Tbc1d8b 1196 983 1161 1440 1195 1586
ENSMUSG00000098559 Gm15013 14 18 15 15 13 9
ENSMUSG00000072945 Ripply1 7 3 1 1 2 9
ENSMUSG00000081018 Gm15012 0 0 0 0 0 0
ENSMUSG00000047230 Cldn2 15413 14176 15996 17485 15828 25604
ENSMUSG00000031434 Morc4 1092 921 1054 1463 1282 3009
ENSMUSG00000031433 Rbm41 260 249 320 363 335 369
ENSMUSG00000081374 Gm15011 0 0 0 0 0 0
ENSMUSG00000072944 Nup62cl 0 3 3 0 0 3
ENSMUSG00000042433 Pih1h3b 0 0 0 0 0 0
ENSMUSG00000081761 Gm6298 2 3 2 0 1 5
ENSMUSG00000086441 Gm15046 0 0 0 0 0 0
ENSMUSG00000093102 Mir3475 0 0 0 0 0 0
ENSMUSG00000042425 Frmpd3 0 0 0 0 0 0
ENSMUSG00000082031 Gm8097 1 1 1 0 3 1
ENSMUSG00000031432 Prps1 791 761 982 1047 974 1143
ENSMUSG00000031431 Tsc22d3 2729 2509 2841 3486 2449 4252
ENSMUSG00000081408 Gm15047 0 0 0 0 0 0
ENSMUSG00000084683 Gm22025 0 0 0 0 0 0
ENSMUSG00000000266 Mid2 1289 846 1202 1443 1164 1330
ENSMUSG00000089437 Gm23199 1 0 1 0 0 0
ENSMUSG00000085146 Eif2c5 0 0 0 0 0 0
ENSMUSG00000083646 Gm6088 0 0 0 2 1 2
ENSMUSG00000042386 Tex13 0 0 0 0 0 0
ENSMUSG00000082165 Gm7091 3 1 3 1 0 0
ENSMUSG00000031430 Vsig1 3 9 6 21 2 10
ENSMUSG00000031429 Psmd10 1071 1013 1080 1245 1046 1407
ENSMUSG00000079418 Atg4a 162 149 166 225 156 205
ENSMUSG00000031273 Col4a6 0 0 0 0 0 0
ENSMUSG00000081029 Gm15077 0 0 0 0 0 0
ENSMUSG00000083710 Gm15078 0 0 2 0 0 0
ENSMUSG00000082223 Gm15079 0 0 0 0 0 0
ENSMUSG00000031274 Col4a5 3 6 6 14 10 7
ENSMUSG00000081217 Gm15268 0 0 0 0 0 0
ENSMUSG00000081803 Gm15282 0 0 0 0 0 0
ENSMUSG00000054667 Irs4 1 27 24 9 2 9
ENSMUSG00000086426 Gm15295 0 0 0 0 0 0
ENSMUSG00000083741 Gm15297 0 0 0 0 0 0
ENSMUSG00000085466 Hmgn2l6 0 1 0 0 1 0
ENSMUSG00000081607 Gm15294 19 11 12 21 19 19
ENSMUSG00000086907 Gm15298 0 0 0 0 0 0
ENSMUSG00000080775 Gm6368 12 15 16 15 8 21
ENSMUSG00000082291 Gm5762 0 0 0 0 0 0
ENSMUSG00000083026 Gm6373 0 0 0 0 0 0
ENSMUSG00000042282 Gucy2f 0 0 0 0 0 0
ENSMUSG00000082675 Gm6382 7 22 11 15 12 22
ENSMUSG00000082890 Gm15014 0 0 0 0 0 0
ENSMUSG00000042271 Nxt2 823 934 961 1293 904 1113
ENSMUSG00000083311 Gm5643 5 4 4 3 4 1
ENSMUSG00000090122 Kcne1l 0 2 0 0 0 1
ENSMUSG00000031278 Acsl4 277 244 233 281 232 295
ENSMUSG00000082929 Gm6067 0 0 0 0 0 0
ENSMUSG00000071680 Gm7123 1 4 1 1 1 1
ENSMUSG00000081365 Gm15031 0 0 0 0 0 0
ENSMUSG00000077453 Gm25915 0 0 0 0 0 0
ENSMUSG00000081750 Gm4995 4 0 0 1 0 1
ENSMUSG00000081568 Gm15032 1 1 4 4 0 1
