gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccnd1,12443,ENSMUSG00000070348,CCND1,595,ENSG00000110092,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccnl1,56706,ENSMUSG00000027829,CCNL1,57018,ENSG00000163660,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccrl2,54199,ENSMUSG00000043953,CCRL2,9034,ENSG00000121797,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd44,12505,ENSMUSG00000005087,CD44,960,ENSG00000026508,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd69,12515,ENSMUSG00000030156,CD69,969,ENSG00000110848,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd80,12519,ENSMUSG00000075122,CD80,941,ENSG00000121594,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd83,12522,ENSMUSG00000015396,CD83,9308,ENSG00000112149,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cdkn1a,12575,ENSMUSG00000023067,CDKN1A,1026,ENSG00000124762,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cebpb,12608,ENSMUSG00000056501,CEBPB,1051,ENSG00000172216,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cebpd,12609,ENSMUSG00000071637,CEBPD,1052,ENSG00000221869,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB,9
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cflar,12633,ENSMUSG00000026031,CFLAR,8837,ENSG00000003402,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Clcf1,56708,ENSMUSG00000040663,CLCF1,23529,ENSG00000175505,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Csf1,12977,ENSMUSG00000014599,CSF1,1435,ENSG00000184371,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Csf2,12981,ENSMUSG00000018916,CSF2,1437,ENSG00000164400,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl1,14825,ENSMUSG00000029380,CXCL1,2919,ENSG00000163739,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,OMA|Panther|PhylomeDB|Treefam,4
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl2,20310,ENSMUSG00000058427,CXCL1,2919,ENSG00000163739,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,OMA|Panther|PhylomeDB|Treefam,4
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl3,330122,ENSMUSG00000029379,CXCL1,2919,ENSG00000163739,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Inparanoid|Panther|PhylomeDB|Treefam,4
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl10,15945,ENSMUSG00000034855,CXCL10,3627,ENSG00000169245,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl11,56066,ENSMUSG00000060183,CXCL11,6373,ENSG00000169248,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|Inparanoid|OMA|Panther,5
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl1,14825,ENSMUSG00000029380,CXCL2,2920,ENSG00000081041,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,HomoloGene|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,6
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl2,20310,ENSMUSG00000058427,CXCL3,2921,ENSG00000163734,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,HomoloGene|OMA|Panther|PhylomeDB|Treefam,5
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl5,20311,ENSMUSG00000029371,CXCL6,6372,ENSG00000124875,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|Treefam,7
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ddx58,230073,ENSMUSG00000040296,DDX58,23586,ENSG00000107201,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dennd5a,19347,ENSMUSG00000035901,DENND5A,23258,ENSG00000184014,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dnajb4,67035,ENSMUSG00000028035,DNAJB4,11080,ENSG00000162616,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dram1,71712,ENSMUSG00000020057,DRAM1,55332,ENSG00000136048,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp1,19252,ENSMUSG00000024190,DUSP1,1843,ENSG00000120129,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp2,13537,ENSMUSG00000027368,DUSP2,1844,ENSG00000158050,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp4,319520,ENSMUSG00000031530,DUSP4,1846,ENSG00000120875,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp5,240672,ENSMUSG00000034765,DUSP5,1847,ENSG00000138166,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Edn1,13614,ENSMUSG00000021367,EDN1,1906,ENSG00000078401,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Efna1,13636,ENSMUSG00000027954,EFNA1,1942,ENSG00000169242,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr1,13653,ENSMUSG00000038418,EGR1,1958,ENSG00000120738,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr2,13654,ENSMUSG00000037868,EGR2,1959,ENSG00000122877,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr3,13655,ENSMUSG00000033730,EGR3,1960,ENSG00000179388,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ehd1,13660,ENSMUSG00000024772,EHD1,10938,ENSG00000110047,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Eif1,20918,ENSMUSG00000035530,EIF1,10209,ENSG00000173812,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ets2,23872,ENSMUSG00000022895,ETS2,2114,ENSG00000157557,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,F2rl1,14063,ENSMUSG00000021678,F2RL1,2150,ENSG00000164251,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,F3,14066,ENSMUSG00000028128,F3,2152,ENSG00000117525,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fjx1,14221,ENSMUSG00000075012,FJX1,24147,ENSG00000179431,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fos,14281,ENSMUSG00000021250,FOS,2353,ENSG00000170345,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosb,14282,ENSMUSG00000003545,FOSB,2354,ENSG00000125740,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosl1,14283,ENSMUSG00000024912,FOSL1,8061,ENSG00000175592,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosl2,14284,ENSMUSG00000029135,FOSL2,2355,ENSG00000075426,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fut4,14345,ENSMUSG00000049307,FUT4,2526,ENSG00000196371,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,G0s2,14373,ENSMUSG00000009633,G0S2,50486,ENSG00000123689,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gadd45a,13197,ENSMUSG00000036390,GADD45A,1647,ENSG00000116717,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gadd45b,17873,ENSMUSG00000015312,GADD45B,4616,ENSG00000099860,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gch1,14528,ENSMUSG00000037580,GCH1,2643,ENSG00000131979,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gem,14579,ENSMUSG00000028214,GEM,2669,ENSG00000164949,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gfpt2,14584,ENSMUSG00000020363,GFPT2,9945,ENSG00000131459,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gpr183,321019,ENSMUSG00000051212,GPR183,1880,ENSG00000169508,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hbegf,15200,ENSMUSG00000024486,HBEGF,1839,ENSG00000113070,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hes1,15205,ENSMUSG00000022528,HES1,3280,ENSG00000114315,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Icam1,15894,ENSMUSG00000037405,ICAM1,3383,ENSG00000090339,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Icosl,50723,ENSMUSG00000000732,ICOSLG,23308,ENSG00000160223,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Id2,15902,ENSMUSG00000020644,ID2,3398,ENSG00000115738,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier2,15936,ENSMUSG00000053560,IER2,9592,ENSG00000160888,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier3,15937,ENSMUSG00000003541,IER3,8870,ENSG00000137331,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier5,15939,ENSMUSG00000056708,IER5,51278,ENSG00000162783,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifih1,71586,ENSMUSG00000026896,IFIH1,64135,ENSG00000115267,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,10
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifit2,15958,ENSMUSG00000045932,IFIT2,3433,ENSG00000119922,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifngr2,15980,ENSMUSG00000022965,IFNGR2,3460,ENSG00000159128,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il12b,16160,ENSMUSG00000004296,IL12B,3593,ENSG00000113302,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il15ra,16169,ENSMUSG00000023206,IL15RA,3601,ENSG00000134470,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il18,16173,ENSMUSG00000039217,IL18,3606,ENSG00000150782,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il1a,16175,ENSMUSG00000027399,IL1A,3552,ENSG00000115008,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il1b,16176,ENSMUSG00000027398,IL1B,3553,ENSG00000125538,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il23a,83430,ENSMUSG00000025383,IL23A,51561,ENSG00000110944,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il6,16193,ENSMUSG00000025746,IL6,3569,ENSG00000136244,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,10
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il6st,16195,ENSMUSG00000021756,IL6ST,3572,ENSG00000134352,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il7r,16197,ENSMUSG00000003882,IL7R,3575,ENSG00000168685,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Inhba,16323,ENSMUSG00000041324,INHBA,3624,ENSG00000122641,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Irf1,16362,ENSMUSG00000018899,IRF1,3659,ENSG00000125347,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Irs2,384783,ENSMUSG00000038894,IRS2,8660,ENSG00000185950,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Jag1,16449,ENSMUSG00000027276,JAG1,182,ENSG00000101384,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Jun,16476,ENSMUSG00000052684,JUN,3725,ENSG00000177606,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
